Date,Draw Date,Main Numbers 1,Main Numbers 2,Main Numbers 3,Main Numbers 4,Main Numbers 5,Main Numbers 6,Main Numbers 7,Bonus Number,Jackpot,Prize Breakdown,Total Sales,Tickets Sold,Total Winners,Winning Ratio,Sales Difference,Millions Count,Max Millions Numbers,Max Millions Next Draw
11-12-2010,"Friday, November 12 2010",13,15,17,18,19,47,49,38,"$22,292,309.80","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$22,292,309.80"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nWestern Canada: 1"", ""prize_fund"": ""$22,292,309.80""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$126,072.90"", ""winners"": ""3\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nWestern Canada: 2\n\n\nAtlantic Canada: 1"", ""prize_fund"": ""$378,218.70""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$7,136.20"", ""winners"": ""53"", ""prize_fund"": ""$378,218.60""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$121.80"", ""winners"": ""3,880"", ""prize_fund"": ""$472,584.00""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""84,478"", ""prize_fund"": ""$1,689,560.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""76,985"", ""prize_fund"": ""$1,539,700.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""748,464"", ""prize_fund"": ""-""}]","$30,168,830","6,033,766","913,864",15.0%,+1.36%,0,,0
11-05-2010,"Friday, November 5 2010",7,10,24,30,35,36,39,3,"$16,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$16,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$185,426.60"", ""winners"": ""2\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nAtlantic Canada: 1\n\n\nWestern Canada: 1"", ""prize_fund"": ""$370,853.20""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$5,374.70"", ""winners"": ""69"", ""prize_fund"": ""$370,854.30""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$127.80"", ""winners"": ""3,627"", ""prize_fund"": ""$463,530.60""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""82,922"", ""prize_fund"": ""$1,658,440.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""79,824"", ""prize_fund"": ""$1,596,480.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""733,503"", ""prize_fund"": ""-""}]","$29,763,865","5,952,773","899,947",15.0%,-50.45%,0,,0
10-29-2010,"Friday, October 29 2010",2,6,21,26,28,33,47,11,"$50,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$50,000,000.00"", ""winners"": ""Carried Over -  1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nBritish Columbia: 1"", ""prize_fund"": ""$50,000,000.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$865,642.20"", ""winners"": ""2\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nOntario: 2"", ""prize_fund"": ""$1,731,284.40""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$6,485.90"", ""winners"": ""115"", ""prize_fund"": ""$745,878.50""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$119.30"", ""winners"": ""7,816"", ""prize_fund"": ""$932,448.80""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""169,853"", ""prize_fund"": ""$3,397,060.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""160,876"", ""prize_fund"": ""$3,217,520.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""1,488,463"", ""prize_fund"": ""-""}]","$60,070,315","12,014,063","1,827,126",15.0%,+32.81%,9,"5,7,9,24,36,40,42|4,9,13,14,23,34,36|2,18,37,39,42,44,46|5,7,11,12,16,21,31|3,13,30,31,33,36,41|6,11,16,25,30,35,46|6,12,17,20,23,24,30|13,26,36,37,41,46,47|1,4,8,16,24,38,45",0
10-22-2010,"Friday, October 22 2010",12,15,19,20,28,29,39,14,"$43,762,641.80","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$43,762,641.80"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$188,349.70"", ""winners"": ""3\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nQuebec: 2\n\n\nOntario: 1"", ""prize_fund"": ""$565,049.10""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$5,765.80"", ""winners"": ""98"", ""prize_fund"": ""$565,048.40""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$121.50"", ""winners"": ""5,815"", ""prize_fund"": ""$706,522.50""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""127,231"", ""prize_fund"": ""$2,544,620.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""117,383"", ""prize_fund"": ""$2,347,660.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""1,121,739"", ""prize_fund"": ""-""}]","$45,230,580","9,046,116","1,372,269",15.0%,+30.68%,0,,9
10-15-2010,"Friday, October 15 2010",3,14,17,25,30,33,39,7,"$31,472,826.20","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$31,472,826.20"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$142,598.00"", ""winners"": ""3\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nOntario: 2\n\n\nAtlantic Canada: 1"", ""prize_fund"": ""$427,794.00""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$6,790.40"", ""winners"": ""63"", ""prize_fund"": ""$427,795.20""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$122.70"", ""winners"": ""4,359"", ""prize_fund"": ""$534,849.30""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""97,845"", ""prize_fund"": ""$1,956,900.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""95,383"", ""prize_fund"": ""$1,907,660.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""856,134"", ""prize_fund"": ""-""}]","$34,612,775","6,922,555","1,053,787",15.0%,+16.53%,0,,0
10-08-2010,"Friday, October 8 2010",3,4,5,8,13,22,33,32,"$22,168,306.30","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$22,168,306.30"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$181,859.50"", ""winners"": ""2\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nOntario: 1\n\n\nWestern Canada: 1"", ""prize_fund"": ""$363,719.00""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$6,164.70"", ""winners"": ""59"", ""prize_fund"": ""$363,717.30""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$112.70"", ""winners"": ""4,034"", ""prize_fund"": ""$454,631.80""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""89,260"", ""prize_fund"": ""$1,785,200.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""76,768"", ""prize_fund"": ""$1,535,360.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""768,350"", ""prize_fund"": ""-""}]","$29,703,280","5,940,656","938,473",16.0%,+12.81%,0,,0
10-01-2010,"Friday, October 1 2010",10,12,13,25,28,29,41,39,"$15,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$15,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$328,576.50"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nWestern Canada: 1"", ""prize_fund"": ""$328,576.50""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$6,991.00"", ""winners"": ""47"", ""prize_fund"": ""$328,577.00""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$122.70"", ""winners"": ""3,348"", ""prize_fund"": ""$410,799.60""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""74,402"", ""prize_fund"": ""$1,488,040.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""67,479"", ""prize_fund"": ""$1,349,580.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""660,956"", ""prize_fund"": ""-""}]","$26,329,850","5,265,970","806,233",15.0%,+6.57%,0,,0
09-24-2010,"Friday, September 24 2010",9,22,25,30,31,39,42,19,"$10,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$10,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$309,443.40"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nOntario: 1"", ""prize_fund"": ""$309,443.40""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$6,188.90"", ""winners"": ""50"", ""prize_fund"": ""$309,445.00""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$130.10"", ""winners"": ""2,972"", ""prize_fund"": ""$386,657.20""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""68,156"", ""prize_fund"": ""$1,363,120.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""65,325"", ""prize_fund"": ""$1,306,500.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""605,474"", ""prize_fund"": ""-""}]","$24,705,920","4,941,184","741,978",15.0%,-18.16%,0,,0
09-17-2010,"Friday, September 17 2010",2,5,6,43,46,47,48,39,"$23,350,284.70","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$23,350,284.70"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nOntario: 1"", ""prize_fund"": ""$23,350,284.70""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$380,485.50"", ""winners"": ""0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$6,917.90"", ""winners"": ""55"", ""prize_fund"": ""$380,484.50""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$128.90"", ""winners"": ""3,689"", ""prize_fund"": ""$475,512.10""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""83,287"", ""prize_fund"": ""$1,665,740.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""76,997"", ""prize_fund"": ""$1,539,940.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""73,908"", ""prize_fund"": ""-""}]","$30,189,910","6,037,982","237,937",4.0%,+13.09%,0,,0
09-10-2010,"Friday, September 10 2010",4,17,27,32,34,39,47,13,"$15,074,724.90","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$15,074,724.90"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$110,914.50"", ""winners"": ""3\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nOntario: 2\n\n\nWestern Canada: 1"", ""prize_fund"": ""$332,743.50""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$6,398.90"", ""winners"": ""52"", ""prize_fund"": ""$332,742.80""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$121.50"", ""winners"": ""3,423"", ""prize_fund"": ""$415,894.50""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""75,297"", ""prize_fund"": ""$1,505,940.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""70,447"", ""prize_fund"": ""$1,408,940.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""658,680"", ""prize_fund"": ""-""}]","$26,696,465","5,339,293","807,902",15.0%,-2.55%,0,,0
09-03-2010,"Friday, September 3 2010",12,17,27,28,31,36,48,37,"$10,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$10,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$344,507.70"", ""winners"": ""0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$6,500.10"", ""winners"": ""53"", ""prize_fund"": ""$344,505.30""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$127.70"", ""winners"": ""3,371"", ""prize_fund"": ""$430,476.70""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""75,873"", ""prize_fund"": ""$1,517,460.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""69,387"", ""prize_fund"": ""$1,387,740.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""679,648"", ""prize_fund"": ""-""}]","$27,393,850","5,478,770","828,332",15.0%,-10.09%,0,,0
08-27-2010,"Friday, August 27 2010",3,14,26,27,29,32,34,1,"$10,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$10,000,000.00"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nWestern Canada: 1"", ""prize_fund"": ""$10,000,000.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$75,969.20"", ""winners"": ""5\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nBritish Columbia: 2\n\n\nOntario: 2\n\n\nWestern Canada: 1"", ""prize_fund"": ""$379,846.00""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$8,632.90"", ""winners"": ""44"", ""prize_fund"": ""$379,847.60""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$124.60"", ""winners"": ""3,810"", ""prize_fund"": ""$474,726.00""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""86,011"", ""prize_fund"": ""$1,720,220.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""79,458"", ""prize_fund"": ""$1,589,160.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""757,877"", ""prize_fund"": ""-""}]","$30,467,575","6,093,515","927,206",15.0%,-29.43%,0,,0
08-20-2010,"Friday, August 20 2010",4,5,7,8,18,30,35,39,"$37,594,693.60","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$37,594,693.60"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nQuebec: 1"", ""prize_fund"": ""$37,594,693.60""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$177,696.50"", ""winners"": ""3\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nOntario: 2\n\n\nWestern Canada: 1"", ""prize_fund"": ""$533,089.50""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$6,057.80"", ""winners"": ""88"", ""prize_fund"": ""$533,086.40""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$116.90"", ""winners"": ""5,700"", ""prize_fund"": ""$666,330.00""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""126,015"", ""prize_fund"": ""$2,520,300.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""111,638"", ""prize_fund"": ""$2,232,760.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""1,100,941"", ""prize_fund"": ""-""}]","$43,171,985","8,634,397","1,344,386",16.0%,-37.56%,0,,0
08-13-2010,"Friday, August 13 2010",19,25,27,29,30,36,46,15,"$50,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$25,000,000.00"", ""winners"": ""2\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nOntario: 1\n\n\nQuebec: 1"", ""prize_fund"": ""$50,000,000.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$1,467,526.30"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nBritish Columbia: 1"", ""prize_fund"": ""$1,467,526.30""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$6,476.00"", ""winners"": ""134"", ""prize_fund"": ""$867,784.00""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$125.50"", ""winners"": ""8,646"", ""prize_fund"": ""$1,085,073.00""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""191,095"", ""prize_fund"": ""$3,821,900.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""178,803"", ""prize_fund"": ""$3,576,060.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""1,706,044"", ""prize_fund"": ""-""}]","$69,139,395","13,827,879","2,084,725",15.0%,+5.57%,40,"1,3,6,19,20,31,39|1,4,10,13,17,19,33|1,5,10,15,21,27,42|1,8,14,17,32,35,47|1,11,20,25,33,36,49|2,5,8,12,23,40,46|2,8,19,20,26,32,47|2,10,16,22,25,29,38|2,12,15,26,27,37,44|3,4,13,15,25,38,43|3,5,8,13,14,23,29|3,7,12,14,22,30,33|3,8,17,21,24,31,39|3,9,10,16,23,32,36|4,6,10,20,26,42,45|4,9,15,26,27,41,43|4,9,23,25,27,42,44|4,12,13,23,25,44,47|5,8,18,26,36,38,43|5,12,18,26,34,38,43|5,13,23,28,29,33,39|5,15,16,23,29,32,44|5,17,21,23,24,42,46|6,17,18,25,26,32,40|6,17,18,27,31,39,40|6,23,24,29,41,43,47|7,8,13,17,23,35,45|7,10,24,25,26,34,42|7,11,14,20,21,36,38|7,14,18,22,29,34,48|7,14,28,34,37,38,42|2,25,26,42,44,46,47|9,10,19,21,26,44,49|9,20,24,29,37,42,47|10,15,17,31,32,38,39|12,20,25,29,32,38,49|12,21,23,28,30,36,46|13,14,20,22,27,28,33|19,21,29,30,35,46,49|21,30,31,33,40,42,46",0
08-06-2010,"Friday, August 6 2010",1,5,6,32,36,38,44,29,"$50,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$50,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$1,725,582.30"", ""winners"": ""0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$5,599.30"", ""winners"": ""147"", ""prize_fund"": ""$823,097.10""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$127.10"", ""winners"": ""8,097"", ""prize_fund"": ""$1,029,128.70""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""180,692"", ""prize_fund"": ""$3,613,840.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""168,773"", ""prize_fund"": ""$3,375,460.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""1,612,350"", ""prize_fund"": ""-""}]","$65,492,715","13,098,543","1,970,059",15.0%,+0.38%,32,"1,5,10,18,27,34,45|1,6,9,15,31,32,40|1,8,11,19,20,25,28|1,11,16,33,42,44,49|2,4,12,27,29,30,36|3,8,21,28,32,34,48|3,9,14,18,26,31,49|3,11,21,32,38,41,49|3,15,16,18,19,29,35|3,24,34,38,40,42,48|4,6,10,13,24,28,44|4,8,9,10,12,20,34|4,13,25,45,46,47,48|5,18,29,33,41,45,49|6,7,10,17,24,33,45|6,11,17,21,32,37,39|6,12,15,21,23,42,48|6,14,27,30,36,40,49|6,15,16,19,21,29,42|6,23,26,30,34,36,41|7,8,17,21,26,34,44|7,13,21,25,28,31,47|8,15,22,29,31,34,48|8,16,21,23,35,38,44|8,16,38,39,40,43,49|9,12,16,19,21,23,45|9,13,18,24,28,31,44|9,15,21,27,36,41,49|9,20,23,24,34,38,44|15,18,23,39,40,46,48|15,23,33,35,37,42,45|16,19,35,40,42,45,48",40
07-30-2010,"Friday, July 30 2010",5,7,11,40,41,47,48,6,"$50,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$50,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$1,581,587.00"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nQuebec: 1"", ""prize_fund"": ""$1,581,587.00""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$6,750.20"", ""winners"": ""121"", ""prize_fund"": ""$816,774.20""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$128.90"", ""winners"": ""7,922"", ""prize_fund"": ""$1,021,145.80""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""181,570"", ""prize_fund"": ""$3,631,400.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""169,641"", ""prize_fund"": ""$3,392,820.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""1,614,192"", ""prize_fund"": ""-""}]","$65,245,015","13,049,003","1,973,447",15.0%,+0.17%,28,"1,2,16,27,34,37,46|10,11,20,36,39,44,49|8,13,23,28,31,40,47|3,20,21,30,32,48,49|13,14,32,34,39,46,47|13,16,21,22,36,38,43|15,16,21,27,39,43,46|5,12,26,29,34,41,49|8,9,26,27,31,32,47|12,20,21,23,26,28,41|4,7,8,9,15,19,23|10,14,28,32,39,44,45|4,25,27,30,41,42,48|9,16,20,35,38,39,47|10,12,14,26,38,40,48|9,10,20,26,37,43,49|3,8,19,21,25,31,48|1,3,4,24,32,33,37|13,16,20,25,34,42,45|8,30,32,35,36,42,45|1,5,11,16,27,42,47|2,21,22,25,27,35,37|19,22,25,27,28,40,47|12,16,20,22,26,28,29|3,7,8,9,43,45,49|16,26,29,39,41,44,46|6,21,22,25,36,37,47|20,23,24,31,36,40,46",32
07-23-2010,"Friday, July 23 2010",17,19,26,29,34,35,38,47,"$50,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$50,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$383,156.00"", ""winners"": ""4\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nOntario: 2\n\n\nQuebec: 1\n\n\nAtlantic Canada: 1"", ""prize_fund"": ""$1,532,624.00""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$6,364.20"", ""winners"": ""128"", ""prize_fund"": ""$814,617.60""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$124.30"", ""winners"": ""8,192"", ""prize_fund"": ""$1,018,265.60""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""182,041"", ""prize_fund"": ""$3,640,820.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""169,809"", ""prize_fund"": ""$3,396,180.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""1,608,973"", ""prize_fund"": ""-""}]","$65,133,450","13,026,690","1,969,147",15.0%,+4.94%,26,"13,17,19,21,23,31,33|12,14,18,19,27,29,36|6,14,23,29,39,44,49|4,16,36,37,43,48,49|7,9,18,20,27,42,43|18,21,27,31,35,38,44|3,12,17,30,35,44,46|1,7,12,16,17,31,49|2,5,8,14,20,32,49|4,5,6,23,24,31,45|6,10,21,29,32,35,47|9,11,19,28,29,39,47|8,20,24,27,31,44,46|3,17,28,35,37,40,46|6,16,20,24,40,47,48|8,11,17,23,26,35,36|4,9,14,20,32,33,38|6,8,18,23,31,41,42|5,7,24,31,39,48,49|20,21,27,31,32,35,44|2,8,15,31,41,44,46|11,16,35,37,39,43,46|6,10,21,22,23,26,45|4,16,23,31,34,47,48|2,13,19,22,25,35,38|6,9,23,24,26,39,49",28
